r4.16xlarge	us-east-1d	2023-04-16T08:44:10Z
r4.16xlarge	us-east-1d	2023-04-16T08:44:39Z
r4.16xlarge	us-east-1d	2023-04-16T08:44:39Z
r4.16xlarge	us-east-1d	2023-04-16T08:44:09Z
r4.16xlarge	us-east-1d	2023-04-16T08:44:10Z
r4.16xlarge	us-east-1d	2023-04-16T13:54:40Z
r4.16xlarge	us-east-1d	2023-04-16T13:54:40Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:50Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:50Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:50Z
r4.16xlarge	us-east-1d	2023-04-16T17:23:10Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:50Z
r4.16xlarge	us-east-1d	2023-04-16T17:23:10Z
r4.16xlarge	us-east-1d	2023-04-16T17:23:10Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:50Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:50Z
r4.16xlarge	us-east-1d	2023-04-16T17:23:10Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:51Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:51Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:51Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:51Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:51Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:51Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:51Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:51Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:10Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:51Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:10Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:10Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:10Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:10Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:10Z
r4.16xlarge	us-east-1f	2023-04-16T17:26:51Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:10Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:10Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:11Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:11Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:11Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:11Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:11Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:11Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:11Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:11Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:11Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:11Z
r4.16xlarge	us-east-1d	2023-04-16T17:27:11Z
